,tweet_id,tweeted_date,favorite_count,retweet_count,text,hashtags,if_user_verified
42,666739327293083650,Tue Nov 17 22:06:57 +0000 2015,209,60,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,[],True
43,666776908487630848,Wed Nov 18 00:36:17 +0000 2015,305,150,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,[],True
44,666781792255496192,Wed Nov 18 00:55:42 +0000 2015,326,168,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,[],True
45,666786068205871104,Wed Nov 18 01:12:41 +0000 2015,659,410,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,[],True
46,666804364988780544,Wed Nov 18 02:25:23 +0000 2015,206,79,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,[],True
47,666817836334096384,Wed Nov 18 03:18:55 +0000 2015,444,212,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,[],True
48,666826780179869698,Wed Nov 18 03:54:28 +0000 2015,220,79,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,[],True
49,666835007768551424,Wed Nov 18 04:27:09 +0000 2015,185,66,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,[],True
50,666837028449972224,Wed Nov 18 04:35:11 +0000 2015,703,473,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,[],True
51,666983947667116034,Wed Nov 18 14:18:59 +0000 2015,2250,847,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever https://t.co/cyDfaK8NBc,[],True
52,666996132027977728,Wed Nov 18 15:07:24 +0000 2015,214,79,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,[],True
53,667012601033924608,Wed Nov 18 16:12:51 +0000 2015,395,187,This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,[],True
54,667044094246576128,Wed Nov 18 18:17:59 +0000 2015,163,43,12/10 gimme now https://t.co/QZAnwgnOMB,[],True
55,667062181243039745,Wed Nov 18 19:29:52 +0000 2015,192,45,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,[],True
56,667065535570550784,Wed Nov 18 19:43:11 +0000 2015,143,40,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 https://t.co/7JdgVqDnvR,[],True
57,667070482143944705,Wed Nov 18 20:02:51 +0000 2015,72,13,After much debate this dog is being upgraded to 10/10. I repeat 10/10,[],True
58,667073648344346624,Wed Nov 18 20:15:26 +0000 2015,351,104,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,[],True
59,667090893657276420,Wed Nov 18 21:23:57 +0000 2015,287,106,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,[],True
60,667119796878725120,Wed Nov 18 23:18:48 +0000 2015,286,106,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,[],True
61,667138269671505920,Thu Nov 19 00:32:12 +0000 2015,4016,1874,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,[],True
62,667152164079423490,Thu Nov 19 01:27:25 +0000 2015,42309,14623,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,[],True
63,667160273090932737,Thu Nov 19 01:59:39 +0000 2015,219,50,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,[],True
64,667165590075940865,Thu Nov 19 02:20:46 +0000 2015,2380,972,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,[],True
65,667171260800061440,Thu Nov 19 02:43:18 +0000 2015,186,72,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,[],True
66,667174963120574464,Thu Nov 19 02:58:01 +0000 2015,218,70,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",[],True
67,667176164155375616,Thu Nov 19 03:02:47 +0000 2015,527,388,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,[],True
68,667177989038297088,Thu Nov 19 03:10:02 +0000 2015,166,48,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,[],True
69,667182792070062081,Thu Nov 19 03:29:07 +0000 2015,12548,5278,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,[],True
70,667188689915760640,Thu Nov 19 03:52:34 +0000 2015,643,331,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog https://t.co/8uCMwS9CbV,[],True
71,667192066997374976,Thu Nov 19 04:05:59 +0000 2015,332,86,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,[],True
72,667200525029539841,Thu Nov 19 04:39:35 +0000 2015,546,228,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,[],True
73,667211855547486208,Thu Nov 19 05:24:37 +0000 2015,425,210,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,[],True
74,667369227918143488,Thu Nov 19 15:49:57 +0000 2015,328,145,Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10 https://t.co/LEaviT37v1,[],True
75,667393430834667520,Thu Nov 19 17:26:08 +0000 2015,168,50,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,[],True
76,667405339315146752,Thu Nov 19 18:13:27 +0000 2015,411,197,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,[],True
77,667435689202614272,Thu Nov 19 20:14:03 +0000 2015,266,76,Ermergerd 12/10 https://t.co/PQni2sjPsm,[],True
78,667437278097252352,Thu Nov 19 20:20:22 +0000 2015,396,198,Never seen this breed before. Very pointy pup. Hurts when you cuddle. Still cute tho. 10/10 https://t.co/97HuBrVuOx,[],True
79,667443425659232256,Thu Nov 19 20:44:47 +0000 2015,682,490,Exotic dog here. Long neck. Weird paws. Obsessed with bread. Waddles. Flies sometimes (wow!). Very happy dog. 6/10 https://t.co/rqO4I3nf2N,[],True
80,667453023279554560,Thu Nov 19 21:22:56 +0000 2015,279,74,Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa,[],True
81,667455448082227200,Thu Nov 19 21:32:34 +0000 2015,171,53,This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s https://t.co/uLzRi1drVK,[],True
82,667470559035432960,Thu Nov 19 22:32:36 +0000 2015,225,85,This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. 11/10 legendary https://t.co/J4vn2rOYFk,[],True
83,667491009379606528,Thu Nov 19 23:53:52 +0000 2015,459,190,Two dogs in this one. Both are rare Jujitsu Pythagoreans. One slightly whiter than other. Long legs. 7/10 and 8/10 https://t.co/ITxxcc4v9y,[],True
84,667495797102141441,Fri Nov 20 00:12:54 +0000 2015,458,231,This is Philippe from Soviet Russia. Commanding leader. Misplaced other boot. Hung flag himself. 9/10 charismatic af https://t.co/5NhPV8E45i,[],True
85,667502640335572993,Fri Nov 20 00:40:05 +0000 2015,485,194,Say hello to Hall and Oates. Oates is winking and Hall is contemplating the artistic entropy of the universe. 11/10s https://t.co/n5Wtb5Hvsl,[],True
86,667509364010450944,Fri Nov 20 01:06:48 +0000 2015,6069,1867,This a Norwegian Pewterschmidt named Tickles. Ears for days. 12/10 I care deeply for Tickles https://t.co/0aDF62KVP7,[],True
87,667517642048163840,Fri Nov 20 01:39:42 +0000 2015,332,166,This is Dook &amp; Milo. Dook is struggling to find who he really is and Milo is terrified of what that might be. 8/10s https://t.co/fh5KflzBR0,[],True
88,667524857454854144,Fri Nov 20 02:08:22 +0000 2015,1506,968,Another topnotch dog. His name is Big Jumpy Rat. Massive ass feet. Superior tail. Jumps high af. 12/10 great pup https://t.co/seESNzgsdm,[],True
89,667530908589760512,Fri Nov 20 02:32:25 +0000 2015,412,206,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy",[],True
90,667534815156183040,Fri Nov 20 02:47:56 +0000 2015,719,446,"This is Frank (pronounced ""Fronq""). Too many boxing gloves, not enough passion. Frank is a lover not a fighter. 8/10 https://t.co/CpPxD28IpV",[],True
91,667538891197542400,Fri Nov 20 03:04:08 +0000 2015,176,58,"This is a southwest Coriander named Klint. Hat looks expensive. Still on house arrest :(
9/10 https://t.co/IQTOMqDUIe",[],True
92,667544320556335104,Fri Nov 20 03:25:43 +0000 2015,762,459,"This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR",[],True
93,667546741521195010,Fri Nov 20 03:35:20 +0000 2015,303,107,Here is George. George took a selfie of his new man bun and that is downright epic. (Also looks like Rand Paul) 9/10 https://t.co/afRtVsoIIb,[],True
94,667549055577362432,Fri Nov 20 03:44:31 +0000 2015,5110,1961,Never seen dog like this. Breathes heavy. Tilts head in a pattern. No bark. Shitty at fetch. Not even cordless. 1/10 https://t.co/i9iSGNn3fx,[],True
95,667550882905632768,Fri Nov 20 03:51:47 +0000 2015,0,26,RT @dogratingrating: Unoriginal idea. Blatant plagiarism. Curious grammar. -5/10 https://t.co/r7XzeQZWzb,[],True
96,667550904950915073,Fri Nov 20 03:51:52 +0000 2015,0,29,"RT @dogratingrating: Exceptional talent. Original humor. Cutting edge, Nova Scotian comedian. 12/10 https://t.co/uarnTjBeVA",[],True
97,667724302356258817,Fri Nov 20 15:20:54 +0000 2015,424,269,What a dog to start the day with. Very calm. Likes to chill by pond. Corkscrews sticking out of head. Obedient. 7/10 https://t.co/0nIxPTDWAZ,[],True
98,667728196545200128,Fri Nov 20 15:36:22 +0000 2015,325,127,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,[],True
99,667766675769573376,Fri Nov 20 18:09:16 +0000 2015,373,185,This is Calvin. He is a Luxembourgian Mayo. Having issues with truck. Has it under control tho. 9/10 responsible af https://t.co/3Bbba7y8Xe,[],True
100,667773195014021121,Fri Nov 20 18:35:10 +0000 2015,204,44,This is a rare Hungarian Pinot named Jessiga. She is either mid-stroke or got stuck in the washing machine. 8/10 https://t.co/ZU0i0KJyqD,[],True
101,667782464991965184,Fri Nov 20 19:12:01 +0000 2015,363,211,Super rare dog. Endangered (?). Thinks it's funny. Mocks everything I say. Colorful af. Has wings (dope). 9/10 https://t.co/BY8nQAMz0x,[],True
102,667793409583771648,Fri Nov 20 19:55:30 +0000 2015,609,286,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O,[],True
103,667801013445750784,Fri Nov 20 20:25:43 +0000 2015,283,82,OMIGOD 12/10 https://t.co/SVMF4Frf1w,[],True
104,667806454573760512,Fri Nov 20 20:47:20 +0000 2015,931,417,This is Filup. He is overcome with joy after finally meeting his father. 10/10 https://t.co/TBmDJXJB75,[],True
105,667832474953625600,Fri Nov 20 22:30:44 +0000 2015,255,55,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7",[],True
106,667861340749471744,Sat Nov 21 00:25:26 +0000 2015,221,69,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba,[],True
107,667866724293877760,Sat Nov 21 00:46:50 +0000 2015,2717,901,This is Shaggy. He knows exactly how to solve the puzzle but can't talk. All he wants to do is help. 10/10 great guy https://t.co/SBmWbfAg6X,[],True
108,667873844930215936,Sat Nov 21 01:15:07 +0000 2015,553,340,Neat dog. Lots of spikes. Always in push-up position. Laid a shit ton of eggs earlier. Super stellar pup. 10/10 https://t.co/ODqrL3zXYE,[],True
109,667878741721415682,Sat Nov 21 01:34:35 +0000 2015,349,101,This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10 https://t.co/LvP1TTYSCN,[],True
110,667885044254572545,Sat Nov 21 01:59:37 +0000 2015,730,400,Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkYZQdKEd,[],True
111,667886921285246976,Sat Nov 21 02:07:05 +0000 2015,1648,908,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1,[],True
112,667902449697558528,Sat Nov 21 03:08:47 +0000 2015,759,334,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W,[],True
113,667911425562669056,Sat Nov 21 03:44:27 +0000 2015,431,246,Wow. Armored dog here. Ready for battle. Face looks dangerous. Not very loyal. Lil dog on back havin a blast. 5/10 https://t.co/SyMoWrp368,[],True
114,667915453470232577,Sat Nov 21 04:00:28 +0000 2015,184,46,Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis https://t.co/tIaaBIMlJN,[],True
115,667924896115245057,Sat Nov 21 04:37:59 +0000 2015,264,95,This is Jiminy. He has always wanted to be a cheerleader. Can jump high enough to get on other dog. Go Jiminy. 9/10 https://t.co/fW6kIPFGD2,[],True
116,667937095915278337,Sat Nov 21 05:26:27 +0000 2015,1116,694,This dog resembles a baked potato. Bed looks uncomfortable. No tail. Comes with butter tho. 3/10 petting still fun https://t.co/x89NSCEZCq,[],True
117,668113020489474048,Sat Nov 21 17:05:31 +0000 2015,586,208,This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10 https://t.co/GCJzm3YsfX,[],True
118,668142349051129856,Sat Nov 21 19:02:04 +0000 2015,510,239,This lil pup is Oliver. Hops around. Has wings but doesn't fly (lame). Annoying chirp. Won't catch tennis balls 2/10 https://t.co/DnhUw0aBM2,[],True
119,668154635664932864,Sat Nov 21 19:50:53 +0000 2015,440,273,Fun dogs here. Top one clearly an athlete. Bottom one very stable. Not very soft tho. 9/10s would still cuddle both https://t.co/79sHR36NsI,[],True
120,668171859951755264,Sat Nov 21 20:59:20 +0000 2015,425,162,This is a Trans Siberian Kellogg named Alfonso. Huge ass eyeballs. Actually Dobby from Harry Potter. 7/10 https://t.co/XpseHBlAAb,[],True
121,668190681446379520,Sat Nov 21 22:14:07 +0000 2015,577,171,This is Skittles. I would kidnap Skittles. Pink dog in back hasn't moved in days. 12/10 https://t.co/2wm0POA9N2,[],True
122,668204964695683073,Sat Nov 21 23:10:52 +0000 2015,489,173,This is Ron. Ron's currently experiencing a brain freeze. Damn it Ron. 8/10 https://t.co/4ilfcR5SlK,[],True
123,668221241640230912,Sun Nov 22 00:15:33 +0000 2015,452,169,These two dogs are Bo &amp; Smittens. Smittens is trying out a new deodorant and wanted Bo to smell it. 10/10 true pals https://t.co/4pw1QQ6udh,[],True
124,668226093875376128,Sun Nov 22 00:34:50 +0000 2015,247,85,Sneaky dog here. Tuba player has no clue. 10/10 super sneaky https://t.co/jWVwSppaa2,[],True
125,668237644992782336,Sun Nov 22 01:20:44 +0000 2015,5454,2427,This is Torque. He served his nickel. Better not owe Torque money. Torque will find u. 10/10 cause I'm scared of him https://t.co/TnSRDqYO5i,[],True
126,668248472370458624,Sun Nov 22 02:03:45 +0000 2015,843,408,Say hello to Bisquick. He is a Brown Douglass Fir terrier. Very inbred. Looks terrified. 8/10 still cute tho https://t.co/1XYRh8N00K,[],True
127,668256321989451776,Sun Nov 22 02:34:57 +0000 2015,1154,518,This is Jareld. Jareld rules these waters. Ladies and Gentleman... 13/10. This dog is utterly fucking spectacular. https://t.co/L6qAEV5PAd,[],True
128,668268907921326080,Sun Nov 22 03:24:58 +0000 2015,485,206,Here we have an Azerbaijani Buttermilk named Guss. He sees a demon baby Hitler behind his owner. 10/10 stays alert https://t.co/aeZykWwiJN,[],True
129,668274247790391296,Sun Nov 22 03:46:11 +0000 2015,722,198,Meet Sophie. Her son just got in the car to leave for college. Very touching. Perfect dramatic sunlight. 10/10 yaass https://t.co/3j9kZRcpVB,[],True
130,668286279830867968,Sun Nov 22 04:33:59 +0000 2015,436,118,Meet Rusty. Rusty's dreaming of a world where Twitter never got rid of favorites. Looks like a happy world. 11/10 https://t.co/C8U6cxI1Jc,[],True
131,668291999406125056,Sun Nov 22 04:56:43 +0000 2015,213,28,I can't do better than he did. 10/10 https://t.co/fM0KXns7Or,[],True
132,668297328638447616,Sun Nov 22 05:17:54 +0000 2015,556,255,2 rare dogs. They waddle (v inefficient). Sometimes slide on bellies. Right one wants to be aircraft Marshall. 9/10s https://t.co/P8bivfp5sU,[],True
133,668466899341221888,Sun Nov 22 16:31:42 +0000 2015,769,442,Here is a mother dog caring for her pups. Snazzy red mohawk. Doesn't wag tail. Pups look confused. Overall 4/10 https://t.co/YOHe6lf09m,[],True
134,668480044826800133,Sun Nov 22 17:23:57 +0000 2015,397,127,Say hello to DayZ. She is definitely stuck on that stair. Just looking for someone to help her. 11/10 I would help https://t.co/be3zMW0Qj5,[],True
135,668484198282485761,Sun Nov 22 17:40:27 +0000 2015,372,207,Good teamwork between these dogs. One is on lookout while other eats. Long necks. Nice big house. 9/10s good pups https://t.co/uXgmECGYEB,[],True
136,668496999348633600,Sun Nov 22 18:31:19 +0000 2015,359,114,This is Jo. Jo is a Swedish Queso. Tongue bigger than face. Tiny lil legs. Still no seatbelt. Simply careless. 8/10 https://t.co/Edy7B5vOp2,[],True
137,668507509523615744,Sun Nov 22 19:13:05 +0000 2015,279,87,This is a Birmingham Quagmire named Chuk. Loves to relax and watch the game while sippin on that iced mocha. 10/10 https://t.co/HvNg9JWxFt,[],True
138,668528771708952576,Sun Nov 22 20:37:34 +0000 2015,404,189,This is Gòrdón. He enjoys his razberrita by pool. Not a care in the world. 12/10 this dog has a better life than me https://t.co/zpdBQCcYgW,[],True
