,tweet_id,date,time,text,source,tweet_url,hashtag,rating_numerator,rating_denominator,dog_stage,dog_name,favorite_count,retweet_count,jpg_url,img_num,prediction,confidence_level
10,889880896479866881,2017-07-25,16:11:53,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy ,Twitter for iPhone,https://t.co/u1XPQMl29g,unhashtaged,13.0,10,unclassified,Bruno,24553,4163,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,French_Bulldog,0.377417
11,889665388333682689,2017-07-25,01:55:32,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 ,Twitter for iPhone,https://t.co/BxvuXk0UCm,unhashtaged,13.0,10,puppo,unnamed,42028,8342,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,Pembroke,0.966327
12,889638837579907072,2017-07-25,00:10:02,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist ,Twitter for iPhone,https://t.co/f8dEDcrKSR,unhashtaged,12.0,10,unclassified,Ted,23661,3710,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,French_Bulldog,0.99165
13,889531135344209921,2017-07-24,17:02:04,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo   ,Twitter for iPhone,https://t.co/y70o6h3isq,#BarkWeek,13.0,10,puppo,Stuart,13349,1878,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,Golden_Retriever,0.953442
14,889278841981685760,2017-07-24,00:19:32,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening   ,Twitter for iPhone,https://t.co/WpHvrQedPb,#BarkWeek,13.0,10,unclassified,Oliver,22104,4440,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,Whippet,0.626152
15,888917238123831296,2017-07-23,00:22:39,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both ,Twitter for iPhone,https://t.co/chxruIOUJN,unhashtaged,12.0,10,unclassified,Jim,25622,3759,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,Golden_Retriever,0.714719
16,888804989199671297,2017-07-22,16:56:37,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best ,Twitter for iPhone,https://t.co/HTQ77yNQ5K,unhashtaged,13.0,10,unclassified,Zeke,22459,3533,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,Golden_Retriever,0.46976
17,888554962724278272,2017-07-22,00:23:06,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af ,Twitter for iPhone,https://t.co/YnYAFCTTiK,unhashtaged,13.0,10,unclassified,Ralphus,17310,2876,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian_Husky,0.700377
18,888078434458587136,2017-07-20,16:49:33,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway ,Twitter for iPhone,https://t.co/DK7iDPfuRX,unhashtaged,12.0,10,unclassified,Gerald,19145,2892,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French_Bulldog,0.995026
19,887705289381826560,2017-07-19,16:06:48,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic ,Twitter for iPhone,https://t.co/PhrUk20Q64,unhashtaged,13.0,10,unclassified,Jeffrey,26605,4532,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,Basset,0.821664
20,887473957103951883,2017-07-19,00:47:34,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her ,Twitter for iPhone,https://t.co/cLyzpcUcMX,unhashtaged,13.0,10,unclassified,Canela,60167,15010,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke,0.809197
21,887343217045368832,2017-07-18,16:08:03,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) ,Twitter for iPhone,https://t.co/WZqNqygEyV,unhashtaged,13.0,10,unclassified,unnamed,29580,8810,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican_Hairless,0.330741
22,887101392804085760,2017-07-18,00:07:08,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof ,Twitter for iPhone,https://t.co/4Ad1jzJSdp,unhashtaged,12.0,10,unclassified,unnamed,26970,4986,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,0.733942
23,886983233522544640,2017-07-17,16:17:36,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in ,Twitter for iPhone,https://t.co/I6oNy0CgiT,unhashtaged,13.0,10,unclassified,Maya,30363,6308,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,0.793469
24,886736880519319552,2017-07-16,23:58:41,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

",Twitter for iPhone,https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b,unhashtaged,13.0,10,unclassified,Mingus,10495,2627,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,Kuvasz,0.309706
25,886366144734445568,2017-07-15,23:25:31,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe ,Twitter for iPhone,https://t.co/RGE08MIJox,unhashtaged,12.0,10,pupper,Roscoe,18540,2629,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French_Bulldog,0.999201
26,886258384151887873,2017-07-15,16:17:19,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles ,Twitter for iPhone,https://t.co/xZDA9Qsq1O,unhashtaged,13.0,10,unclassified,Waffles,24516,5281,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,Pug,0.943575
27,885984800019947520,2017-07-14,22:10:11,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution ,Twitter for iPhone,https://t.co/BuveP0uMF1,unhashtaged,12.0,10,unclassified,Jimbo,28592,5606,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim_Spaniel,0.972494
28,885528943205470208,2017-07-13,15:58:47,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly ,Twitter for iPhone,https://t.co/tp1kQ8i9JF,unhashtaged,13.0,10,unclassified,Maisey,31581,5323,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,Pug,0.369275
29,885167619883638784,2017-07-12,16:03:00,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 ,Twitter for iPhone,https://t.co/44ItaMubBf,unhashtaged,13.0,10,unclassified,unnamed,19242,3666,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,Malamute,0.8124819999999999
30,884925521741709313,2017-07-12,00:01:00,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl ",Twitter for iPhone,https://t.co/MYJvdlNRVa,unhashtaged,12.0,10,unclassified,Earl,67257,15012,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian_Greyhound,0.259916
31,884876753390489601,2017-07-11,20:47:12,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola ,Twitter for iPhone,https://t.co/74TKAUsLkO,unhashtaged,13.0,10,unclassified,Lola,24374,4670,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,Chow,0.822103
32,884562892145688576,2017-07-11,00:00:02,This is Kevin. He's just so happy. 13/10 what is your secret Kevin ,Twitter for iPhone,https://t.co/1r4MFCbCX5,unhashtaged,13.0,10,unclassified,Kevin,21307,3907,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,Pug,0.5464060000000001
33,884441805382717440,2017-07-10,15:58:53,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) ",Twitter for iPhone,https://t.co/vvBOcC2VdC,unhashtaged,14.0,10,unclassified,unnamed,23859,4787,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993225
34,884162670584377345,2017-07-09,21:29:42,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo ,Twitter for iPhone,https://t.co/YSI00BzTBZ,unhashtaged,12.0,10,doggo,Yogi,17937,2502,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German_Shepherd,0.707046
35,883838122936631299,2017-07-09,00:00:04,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy ,Twitter for iPhone,https://t.co/V85xujjDDY,unhashtaged,12.0,10,unclassified,Noah,19166,2860,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,0.610946
36,883482846933004288,2017-07-08,00:28:19,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 ",Twitter for iPhone,https://t.co/qjrljjt948,unhashtaged,13.5,10,unclassified,Bella,40192,8265,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,Golden_Retriever,0.943082
37,883360690899218434,2017-07-07,16:22:55,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck ,Twitter for iPhone,https://t.co/rf661IFEYP,unhashtaged,13.0,10,floofer,Grizzwald,19937,3075,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,Chow,0.987997
38,883117836046086144,2017-07-07,00:17:54,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat ",Twitter for iPhone,https://t.co/Se5fZ9wp5E,unhashtaged,13.0,10,unclassified,unnamed,32508,5531,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,Golden_Retriever,0.949562
39,882992080364220416,2017-07-06,15:58:11,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy ,Twitter for iPhone,https://t.co/tyER0KpdXj,unhashtaged,13.0,10,unclassified,Rusty,20974,3243,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo_Dog,0.4667779999999999
40,882762694511734784,2017-07-06,00:46:41,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl ,Twitter for iPhone,https://t.co/D43I96SlVu,unhashtaged,12.0,10,pupper,Gus,24779,4091,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador_Retriever,0.85005
41,882627270321602560,2017-07-05,15:48:34,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) ,Twitter for iPhone,https://t.co/Nx52PGwH94,unhashtaged,13.0,10,unclassified,Stanley,24594,5061,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.542982
42,882268110199369728,2017-07-04,16:01:23,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 ,Twitter for iPhone,https://t.co/fYP5RlutfA,unhashtaged,13.0,10,unclassified,Alfy,39186,9624,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,Golden_Retriever,0.762211
43,882045870035918850,2017-07-04,01:18:17,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko ",Twitter for iPhone,https://t.co/zeDpnsKX7w,unhashtaged,13.0,10,unclassified,Koko,25714,4080,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,Golden_Retriever,0.00694063
44,881906580714921986,2017-07-03,16:04:48,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable ,Twitter for iPhone,https://t.co/503CgWbhxQ,unhashtaged,12.0,10,unclassified,Rey,21437,2852,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Weimaraner,0.291539
45,881666595344535552,2017-07-03,00:11:11,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely ,Twitter for iPhone,https://t.co/7CSWCl8I6s,unhashtaged,13.0,10,unclassified,Gary,44533,8952,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,0.529012
46,881536004380872706,2017-07-02,15:32:16,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) ",Twitter for iPhone,https://t.co/ghXBIIeQZF,unhashtaged,14.0,10,pupper,unnamed,43427,13393,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,Samoyed,0.281463
47,880872448815771648,2017-06-30,19:35:32,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 ,Twitter for iPhone,https://t.co/WiAMbTkDPf,unhashtaged,12.0,10,unclassified,unnamed,18707,3200,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,0.791416
48,880465832366813184,2017-06-29,16:39:47,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop ,Twitter for iPhone,https://t.co/4VsFysDmiw,unhashtaged,12.0,10,unclassified,Bella,25024,5211,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,Golden_Retriever,0.913255
49,880221127280381952,2017-06-29,00:27:25,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well ,Twitter for iPhone,https://t.co/fUod0tVmvK,unhashtaged,12.0,10,unclassified,Jesse,23660,3463,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,0.238525
50,880095782870896641,2017-06-28,16:09:20,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 ,Twitter for iPhone,https://t.co/HauE8M3Bu4,unhashtaged,11.0,10,unclassified,unnamed,24328,3650,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,Miniature_Pinscher,0.120298
51,879862464715927552,2017-06-28,00:42:13,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 ,Twitter for iPhone,https://t.co/Qh5aEkRQm9,unhashtaged,13.0,10,unclassified,Romeo,19695,2926,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,Basset,0.813507
52,879492040517615616,2017-06-27,00:10:17,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 ,Twitter for iPhone,https://t.co/IxM9IMKQq8,unhashtaged,12.0,10,unclassified,Bailey,20702,2628,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,German_Short-Haired_Pointer,0.479896
53,879415818425184262,2017-06-26,19:07:24,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) ,Twitter for iPhone,https://t.co/UDT7ZkcTgY,unhashtaged,13.0,10,unclassified,Duddles,92816,37427,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,English_Springer,0.383404
54,879376492567855104,2017-06-26,16:31:08,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by ,Twitter for iPhone,https://t.co/0gOi601EAa,unhashtaged,12.0,10,unclassified,Jack,14854,2646,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,Labrador_Retriever,0.0334961
55,879008229531029506,2017-06-25,16:07:47,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs ,Twitter for iPhone,https://t.co/YDtpCjIPKN,unhashtaged,13.0,10,unclassified,Beau,16776,2240,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,Vizsla,0.960513
56,878776093423087618,2017-06-25,00:45:22,This is Snoopy. He's a proud  . Impeccable handwriting for not having thumbs. 13/10 would love back   ,Twitter for iPhone,https://t.co/lNZwgNO4gS,#PrideMonthPuppo,13.0,10,puppo,Snoopy,17126,3432,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,Italian_Greyhound,0.734684
57,878281511006478336,2017-06-23,16:00:04,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

",Twitter for iPhone,https://t.co/245xJJElsY https://t.co/lUiQH219v6,unhashtaged,13.0,10,unclassified,Shadow,6773,1076,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,Basset,0.32042
58,878057613040115712,2017-06-23,01:10:23,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved ,Twitter for iPhone,https://t.co/cwtWnHMVpe,unhashtaged,14.0,10,unclassified,Emmy,37145,5739,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French_Bulldog,0.839097
59,877736472329191424,2017-06-22,03:54:17,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again ,Twitter for iPhone,https://t.co/lsPyyAiF1r,unhashtaged,13.0,10,unclassified,Aja,69261,15801,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake_Bay_Retriever,0.8379559999999999
60,877556246731214848,2017-06-21,15:58:08,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options ,Twitter for iPhone,https://t.co/OYdDlfOGXP,unhashtaged,12.0,10,unclassified,Penny,19899,3167,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,Basset,0.995368
61,877316821321428993,2017-06-21,00:06:44,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy ",Twitter for iPhone,https://t.co/SHRTIo5pxc,unhashtaged,13.0,10,unclassified,Dante,24143,4346,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,Saluki,0.5099670000000001
62,877201837425926144,2017-06-20,16:29:50,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop ,Twitter for iPhone,https://t.co/4g4cfj3P4Y,unhashtaged,12.0,10,unclassified,Nelly,23858,4625,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,Pembroke,0.93112
63,876838120628539392,2017-06-19,16:24:33,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately ,Twitter for iPhone,https://t.co/j211oCDRs6,unhashtaged,12.0,10,pupper,Ginger,18210,2803,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,Bloodhound,0.575751
64,876484053909872640,2017-06-18,16:57:37,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy ,Twitter for iPhone,https://t.co/26BXueUgbs,unhashtaged,13.0,10,unclassified,Benedict,16557,1999,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,Golden_Retriever,0.874566
65,876120275196170240,2017-06-17,16:52:05,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite ",Twitter for iPhone,https://t.co/ejExJFq3ek,unhashtaged,13.0,10,unclassified,Venti,24679,3899,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,Bernese_Mountain_Dog,0.534327
66,875747767867523072,2017-06-16,16:11:53,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl ",Twitter for iPhone,https://t.co/V2WlACRJCN,unhashtaged,13.0,10,unclassified,Goose,22103,3580,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,Labrador_Retriever,0.799551
67,875144289856114688,2017-06-15,00:13:52,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene ,Twitter for iPhone,https://t.co/ogith9ejNj,unhashtaged,13.0,10,unclassified,Nugget,19416,4151,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,Siberian_Husky,0.245048
68,875021211251597312,2017-06-14,16:04:48,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck ,Twitter for iPhone,https://t.co/brCQoqc8AW,unhashtaged,12.0,10,unclassified,unnamed,22538,3970,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,West_Highland_White_Terrier,0.7143189999999999
69,874680097055178752,2017-06-13,17:29:20,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly ,Twitter for iPhone,https://t.co/lZhtizkURD,unhashtaged,12.0,10,unclassified,Cash,24605,3918,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,Labrador_Retriever,0.836052
70,874296783580663808,2017-06-12,16:06:11,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract ,Twitter for iPhone,https://t.co/0YplNnSMEm,unhashtaged,13.0,10,pupper,Jed,22961,3481,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,Cocker_Spaniel,0.437216
71,874057562936811520,2017-06-12,00:15:36,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 ",Twitter for iPhone,https://t.co/pwY9PQhtP2,unhashtaged,12.0,10,unclassified,unnamed,20108,3376,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,Flat-Coated_Retriever,0.8321770000000001
72,874012996292530176,2017-06-11,21:18:31,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10   puppo ",Twitter for iPhone,https://t.co/XBE0evJZ6V,#PrideMonth,13.0,10,puppo,Sebastian,30120,8585,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,Cardigan,0.806674
73,873580283840344065,2017-06-10,16:39:04,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly ",Twitter for iPhone,https://t.co/mNuMH9400n,unhashtaged,13.0,10,unclassified,unnamed,21373,3342,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,Newfoundland,0.678537
74,873213775632977920,2017-06-09,16:22:42,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

",Twitter for iPhone,https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ,unhashtaged,12.0,10,pupper,Sierra,6318,1330,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,Vizsla,0.6197819999999999
75,872967104147763200,2017-06-09,00:02:31,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo ,Twitter for iPhone,https://t.co/EMYIdoblMR,unhashtaged,12.0,10,doggo,unnamed,24040,4560,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,Labrador_Retriever,0.476913
76,872820683541237760,2017-06-08,14:20:41,"Here are my favorite   
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 ",Twitter for iPhone,https://t.co/17FVMl4VZ5,#dogsatpollingstations,13.0,10,unclassified,unnamed,13068,3165,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,Pug,0.99912
77,872620804844003328,2017-06-08,01:06:27,This is Monkey. She's supporting owners everywhere with her fancy   bandana. 13/10 love is love is love... ,Twitter for iPhone,https://t.co/lUcpnZDPz9,#PrideMonth,13.0,10,unclassified,Monkey,18318,3066,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,Cocker_Spaniel,0.513191
